id,list,unit,german,fa_text,audio_path
b2-0209,B2 all 12 units,Unit 2,"die Spedition, -en",شرکت حمل‌ونقل بار,audio/fa/9bd39a6433d88f1f4f.mp3
b2-0210,B2 all 12 units,Unit 2,etw. umbauen,بازسازی کردن,audio/fa/c22516fe01cbe2f070.mp3
b2-0211,B2 all 12 units,Unit 2,etw. umfassen,شامل بودن,audio/fa/dc1f866246e12e0cf7.mp3
b2-0212,B2 all 12 units,Unit 2,etw./jdn. vertreten,نمایندگی کردن,audio/fa/a35826fda4a125bc59.mp3
b2-0213,B2 all 12 units,Unit 2,"das Arbeitsmittel, -",وسیله کاری,audio/fa/64aa807d599c0c28c5.mp3
b2-0214,B2 all 12 units,Unit 2,der Arbeitsschutz,ایمنی کار,audio/fa/86da53edc81fcb1286.mp3
b2-0215,B2 all 12 units,Unit 2,etw. befolgen,رعایت کردن,audio/fa/6aa020f288b1c9c4ac.mp3
b2-0216,B2 all 12 units,Unit 2,etw./jdn. behindern,مانع شدن,audio/fa/a97cc169820f670534.mp3
b2-0217,B2 all 12 units,Unit 2,etw. betätigen,فعال/استفاده کردن,audio/fa/00d62de3e51cda95ac.mp3
b2-0218,B2 all 12 units,Unit 2,"der Brandmelder, -",آله هشدار آتش,audio/fa/71e39aa22dd4f06ea4.mp3
b2-0219,B2 all 12 units,Unit 2,der Brandschutz,محافظت در برابر آتش,audio/fa/1c191bd12a79419283.mp3
b2-0220,B2 all 12 units,Unit 2,"das Brandschutzzeichen, -",علامت ایمنی آتش,audio/fa/d0daf479f52cf90303.mp3
b2-0221,B2 all 12 units,Unit 2,dreieckig,مثلثی,audio/fa/264a92479ee4dfd793.mp3
b2-0222,B2 all 12 units,Unit 2,etw. einschlagen,شکستن,audio/fa/6682412cd896d52907.mp3
b2-0223,B2 all 12 units,Unit 2,etw. entsorgen,دور انداختن؛ دفع کردن,audio/fa/0bb2f9f374aa04652f.mp3
b2-0224,B2 all 12 units,Unit 2,"der Feuerlöscher, -",آله خاموش‌کننده آتش,audio/fa/2162d3d5b543e7cf34.mp3
b2-0225,B2 all 12 units,Unit 2,"der Feuermelder, -",هشداردهنده آتش,audio/fa/b8b400b65055781bdc.mp3
b2-0226,B2 all 12 units,Unit 2,"der Flucht- und Rettungsweg, -e",راه فرار و نجات,audio/fa/622d121581c26e111e.mp3
b2-0227,B2 all 12 units,Unit 2,etw. freihalten,آزاد نگه‌داشتن,audio/fa/3898565b1a6f762c78.mp3
b2-0228,B2 all 12 units,Unit 2,"das Gebotszeichen, -",علامت دستوری,audio/fa/7d6c57b85f14c75ab6.mp3
b2-0229,B2 all 12 units,Unit 2,"die Glasscheibe, -n",شیشه,audio/fa/dac1e85317c1c30c5a.mp3
b2-0230,B2 all 12 units,Unit 2,hinweisen auf (+ Akk.),اشاره کردن به,audio/fa/98e030a77b5f178a34.mp3
b2-0231,B2 all 12 units,Unit 2,"das Hinweisschild, -er",تابلو معلوماتی,audio/fa/1f02c1c281a280d243.mp3
b2-0232,B2 all 12 units,Unit 2,etw. löschen,خاموش کردن؛ حذف کردن,audio/fa/dd29d566622f0fee47.mp3
b2-0233,B2 all 12 units,Unit 2,"der Notausgang, -gänge",خروج اضطراری,audio/fa/7532d9794414d168a1.mp3
b2-0234,B2 all 12 units,Unit 2,"die Pflicht, -en",مکلفیت؛ وظیفه,audio/fa/d34b521bd68e0d8dfb.mp3
b2-0235,B2 all 12 units,Unit 2,quadratisch,مربع‌شکل,audio/fa/cfe0a2b0ce6628d626.mp3
b2-0236,B2 all 12 units,Unit 2,"das Rettungszeichen, -",علامت نجات,audio/fa/c6c5dd1b8c83de91aa.mp3
b2-0237,B2 all 12 units,Unit 2,"die Schutzausrüstung, -en",وسایل محافظتی,audio/fa/ab62ab1ac023e3355d.mp3
b2-0238,B2 all 12 units,Unit 2,"die Schutzbrille, -n",عینک محافظتی,audio/fa/d7cc33fd85812bfdf5.mp3
b2-0239,B2 all 12 units,Unit 2,etw./jdn. schützen,محافظت کردن,audio/fa/ac4748da0d630dd1a6.mp3
b2-0240,B2 all 12 units,Unit 2,"der Schutzhelm, -e",کلاه محافظتی,audio/fa/f7d1ed71e10112ac57.mp3
b2-0241,B2 all 12 units,Unit 2,"der Sicherheitshinweis, -e",رهنمایی ایمنی,audio/fa/da5b9e8518d11117ee.mp3
b2-0242,B2 all 12 units,Unit 2,"der Sicherheitsschuh, -e",بوت ایمنی,audio/fa/9aba86162030ef886b.mp3
b2-0243,B2 all 12 units,Unit 2,"die Sicherheitsvorschrift, -en",مقرره ایمنی,audio/fa/ae6ea9f495d25c37aa.mp3
b2-0244,B2 all 12 units,Unit 2,"die Stolpergefahr, -en",خطر لغزیدن/افتادن,audio/fa/e3418668688ce62218.mp3
b2-0245,B2 all 12 units,Unit 2,die Straßenverkehrsordnung,مقررات ترافیک سرک,audio/fa/c32c714372efcb5a0e.mp3
b2-0246,B2 all 12 units,Unit 2,"das Verbotsschild, -er",تابلو ممنوعیت,audio/fa/5fdcdaecf83b5c210b.mp3
b2-0247,B2 all 12 units,Unit 2,"das Verbotszeichen, -",علامت ممنوعیت,audio/fa/1602338751702801b3.mp3
b2-0248,B2 all 12 units,Unit 2,etw. vermeiden,جلوگیری کردن از,audio/fa/9c0fc5b0e8d405ef9e.mp3
b2-0249,B2 all 12 units,Unit 2,"die Verordnung, -en",مقرره؛ فرمان,audio/fa/164554aa7ec7698581.mp3
b2-0250,B2 all 12 units,Unit 2,verpflichtet,مکلف؛ موظف,audio/fa/cca43dab913af713fb.mp3
b2-0251,B2 all 12 units,Unit 2,etw. verstauen,جابه‌جا/ذخیره کردن,audio/fa/03277e523503376de9.mp3
b2-0252,B2 all 12 units,Unit 2,"das Warnzeichen, -",علامت هشدار,audio/fa/3d127720a5f37bc6bb.mp3
b2-0253,B2 all 12 units,Unit 2,"der Ablauf, -läufe",جریان؛ روند,audio/fa/0673ac8cc6ef6493a3.mp3
b2-0254,B2 all 12 units,Unit 2,arbeitsunfähig,ناتوان از کار,audio/fa/74abca86f0bcc33f30.mp3
b2-0255,B2 all 12 units,Unit 2,ausrutschen,لغزیدن,audio/fa/dfce105638ae827591.mp3
b2-0256,B2 all 12 units,Unit 2,"die Berufsgenossenschaft, -en",انجمن بیمه حوادث کاری,audio/fa/b1988c2461a5c24686.mp3
b2-0257,B2 all 12 units,Unit 2,beteiligt an (+ Dat.),دخیل در,audio/fa/22b3ed822776161c10.mp3
b2-0258,B2 all 12 units,Unit 2,"das Detail, -s",جزئیات,audio/fa/5bccf844114dfae7a2.mp3
b2-0259,B2 all 12 units,Unit 2,"das Ereignis, -se",رویداد؛ حادثه,audio/fa/18562b2d869ac68a43.mp3
b2-0260,B2 all 12 units,Unit 2,glatt,صاف؛ لغزنده,audio/fa/da9e6e0bb2f36bd63f.mp3
b2-0261,B2 all 12 units,Unit 2,"das Kabel, -",کیبل,audio/fa/0daa818938e935eca3.mp3
b2-0262,B2 all 12 units,Unit 2,sich etw. quetschen,چیزی را فشار دادن/له کردن,audio/fa/8436b5d2c0a9a22184.mp3
b2-0263,B2 all 12 units,Unit 2,Ruhe bewahren,آرامش خود را حفظ کردن,audio/fa/496edc251ed6be8f60.mp3
b2-0264,B2 all 12 units,Unit 2,rutschig,لغزنده,audio/fa/1641504ebc5c008757.mp3
b2-0265,B2 all 12 units,Unit 2,sachlich,بی‌طرفانه؛ عینی,audio/fa/e18e557300a8765138.mp3
b2-0266,B2 all 12 units,Unit 2,"der Schaden, Schäden",خسارت؛ زیان,audio/fa/f1a1922cc577bc19a1.mp3
b2-0267,B2 all 12 units,Unit 2,etw. schildern,شرح دادن,audio/fa/510d48a577bf939a53.mp3
b2-0268,B2 all 12 units,Unit 2,"der Schlauch, Schläuche",پایپ نرم,audio/fa/c683c70fbd77daba94.mp3
b2-0269,B2 all 12 units,Unit 2,stolpern,سکندری خوردن,audio/fa/de925df8b3f06ae916.mp3
b2-0270,B2 all 12 units,Unit 2,sich etw. verbrennen,خود را سوختاندن,audio/fa/c4d2b6a28440804dad.mp3
b2-0271,B2 all 12 units,Unit 2,das Verhalten,رفتار,audio/fa/fe14a3c43a7580865f.mp3
b2-0272,B2 all 12 units,Unit 2,"die Vorsichtsmaßnahme, -n",اقدام احتیاطی,audio/fa/40bc80097fb1e47ddd.mp3
b2-0273,B2 all 12 units,Unit 2,"der Zeuge, -n",شاهد مرد,audio/fa/e1846cfcd3edf538e8.mp3
b2-0274,B2 all 12 units,Unit 2,"die Zeugin, -nen",شاهد زن,audio/fa/8ba15f18e67cd0b89c.mp3
b2-0275,B2 all 12 units,Unit 2,etw. behaupten,ادعا کردن,audio/fa/7178d71eba4ac4fa48.mp3
b2-0276,B2 all 12 units,Unit 2,etw./jdn. beobachten,مشاهده کردن,audio/fa/dcc43f392cc155b3a4.mp3
b2-0277,B2 all 12 units,Unit 2,entscheidend,تعیین‌کننده؛ مهم,audio/fa/9b38b6126f0f7224a3.mp3
b2-0278,B2 all 12 units,Unit 2,die Geldsorgen,نگرانی‌های مالی,audio/fa/59d4ec2ee218fd95aa.mp3
b2-0279,B2 all 12 units,Unit 2,gemütlich,راحت؛ آرام,audio/fa/6af3515de648f8623e.mp3
b2-0280,B2 all 12 units,Unit 2,die Geselligkeit,اجتماعی بودن؛ خوش‌مجالستی,audio/fa/20541211c0a94c2761.mp3
b2-0281,B2 all 12 units,Unit 2,"das Grundbedürfnis, -se",نیاز اساسی,audio/fa/26ba7d4c8196b7e57d.mp3
b2-0282,B2 all 12 units,Unit 2,"die Partnerschaft, -en",رابطه؛ شراکت,audio/fa/6458d9ded07f42c9aa.mp3
b2-0283,B2 all 12 units,Unit 2,das Wohlbefinden,رفاه؛ احساس خوب,audio/fa/3d0a592bc734d08f30.mp3
b2-0284,B2 all 12 units,Unit 2,die Zufriedenheit,رضایت,audio/fa/6d80cd0a0361eb091a.mp3
b2-0285,B2 all 12 units,Unit 3,"der Arbeitsvertrag, -verträge",قرارداد کاری,audio/fa/54f4b2d909dac2bbd1.mp3
b2-0286,B2 all 12 units,Unit 3,"der Aushang, -hänge",اعلان؛ اطلاعیه,audio/fa/51029791c1eb43c471.mp3
b2-0287,B2 all 12 units,Unit 3,aussagekräftig,گویا؛ پرمعلومات,audio/fa/4af700e149993e3734.mp3
b2-0288,B2 all 12 units,Unit 3,etw. beinhalten,شامل بودن,audio/fa/dc1f866246e12e0cf7.mp3
b2-0289,B2 all 12 units,Unit 3,das BIZ / Berufsinformationszentrum,مرکز معلومات شغلی,audio/fa/cbb98a6d3e8d6de6f0.mp3
b2-0290,B2 all 12 units,Unit 3,"die Chancengleichheit, -en",برابری فرصت‌ها,audio/fa/33411980a934488679.mp3
b2-0291,B2 all 12 units,Unit 3,etw. entwickeln,توسعه دادن؛ ساختن,audio/fa/a3e3efcd8c8321d25a.mp3
b2-0292,B2 all 12 units,Unit 3,der medizinische Fortschritt,پیشرفت طبی,audio/fa/88bd15ea18a1178816.mp3
b2-0293,B2 all 12 units,Unit 3,ein inklusiver Arbeitsplatz,محل کار همه‌شمول,audio/fa/4d3429c07dbcd8ae47.mp3
b2-0294,B2 all 12 units,Unit 3,innovativ,نوآورانه,audio/fa/4fd1eb197c6604963e.mp3
b2-0295,B2 all 12 units,Unit 3,"die Jobmesse, -n",نمایشگاه کاریابی,audio/fa/0681f7c2c9bf0333b8.mp3
b2-0296,B2 all 12 units,Unit 3,"der Labormitarbeiter, -",کارمند لابراتوار مرد,audio/fa/5f8c401d959620f588.mp3
b2-0297,B2 all 12 units,Unit 3,"die Labormitarbeiterin, -nen",کارمند لابراتوار زن,audio/fa/37d7c7378e38a8b921.mp3
b2-0298,B2 all 12 units,Unit 3,"die Messmethode, -n",روش اندازه‌گیری,audio/fa/1976c2418cc3a43444.mp3
b2-0299,B2 all 12 units,Unit 3,"das Netzwerk, -e",شبکه,audio/fa/166ef169abec6cf7a4.mp3
b2-0300,B2 all 12 units,Unit 3,"die Online-Jobbörse, -n",وب‌سایت کاریابی آنلاین,audio/fa/246e657e320e9fe862.mp3
b2-0301,B2 all 12 units,Unit 3,"das Online-Stellenportal, -e",پورتال آنلاین کاریابی,audio/fa/21e95faa80808c66b1.mp3
b2-0302,B2 all 12 units,Unit 3,"das Pharmaunternehmen, -",شرکت دوا‌سازی,audio/fa/89ffe7005d6daf76f9.mp3
b2-0303,B2 all 12 units,Unit 3,"die Qualitätskontrolle, -n",کنترل کیفیت,audio/fa/106c4d259b7c1a6cbb.mp3
b2-0304,B2 all 12 units,Unit 3,etw. recherchieren,تحقیق کردن,audio/fa/4cc1dbc384d965c307.mp3
b2-0305,B2 all 12 units,Unit 3,sorgfältig,دقیق؛ با دقت,audio/fa/912b7caa54280ad76e.mp3
b2-0306,B2 all 12 units,Unit 3,soziale Netzwerke,شبکه‌های اجتماعی,audio/fa/25a1720fb931f56844.mp3
b2-0307,B2 all 12 units,Unit 3,"die Sozialleistung, -en",کمک/مزایای اجتماعی,audio/fa/b87bd934368ff387b2.mp3
b2-0308,B2 all 12 units,Unit 3,"die Stellenbörse, -n",بازار کاریابی,audio/fa/728a54a4d6b0e2f008.mp3
b2-0309,B2 all 12 units,Unit 3,"das Stellengesuch, -e",اعلان جستجوی کار,audio/fa/f1b9f9c79398e101b9.mp3
b2-0310,B2 all 12 units,Unit 3,die Stellensuche,جستجوی کار,audio/fa/ddc2389432851be0b5.mp3
b2-0311,B2 all 12 units,Unit 3,umfangreich,گسترده؛ جامع,audio/fa/bc8a835dd06a5167e3.mp3
b2-0312,B2 all 12 units,Unit 3,unbefristet,دایمی؛ نامحدود,audio/fa/7442dea00a7760b6fe.mp3
b2-0313,B2 all 12 units,Unit 3,"die Vergütung, -en",معاش؛ حق‌الزحمه,audio/fa/a7c4506423e30ddec5.mp3
b2-0314,B2 all 12 units,Unit 3,etw. verlangen,درخواست کردن؛ تقاضا کردن,audio/fa/e339b1d5cb3be0d396.mp3
b2-0315,B2 all 12 units,Unit 3,"die Voraussetzung, -en",شرط؛ پیش‌شرط,audio/fa/b49ebd90131dbd3af9.mp3
b2-0316,B2 all 12 units,Unit 3,"die Webseite, -n",وب‌سایت,audio/fa/da1c39d2a682c81dd9.mp3
b2-0317,B2 all 12 units,Unit 3,zur Verfügung stehen,در دسترس بودن,audio/fa/175e65097c89768516.mp3
b2-0318,B2 all 12 units,Unit 3,"der Abschluss, -schlüsse",سند فراغت؛ مدرک تحصیلی,audio/fa/f2a1a038ded1eae1d4.mp3
b2-0319,B2 all 12 units,Unit 3,etw. auswerten,ارزیابی کردن,audio/fa/d2dd531f7483a04b1a.mp3
b2-0320,B2 all 12 units,Unit 3,begeistert von (+ Dat.),علاقه‌مند به؛ مشتاق,audio/fa/5a45554674ed26916b.mp3
b2-0321,B2 all 12 units,Unit 3,"der Bildungsweg, -e",مسیر تحصیلی,audio/fa/3b792a350187053197.mp3
b2-0322,B2 all 12 units,Unit 3,die Daten,معلومات؛ داده‌ها,audio/fa/20d9344fd610507ee1.mp3
b2-0323,B2 all 12 units,Unit 3,etw. dokumentieren,ثبت کردن؛ مستند کردن,audio/fa/6c0ddbb3b432ad2cb3.mp3
b2-0324,B2 all 12 units,Unit 3,eigenverantwortlich,با مسئولیت شخصی,audio/fa/04a8358f7b9a3107d7.mp3
b2-0325,B2 all 12 units,Unit 3,"die Fähigkeit, -en",توانایی؛ مهارت,audio/fa/496b7dd5a5bce32735.mp3
b2-0326,B2 all 12 units,Unit 3,fehlerfrei,بدون اشتباه,audio/fa/26612d1a3b84865989.mp3
b2-0327,B2 all 12 units,Unit 3,jdn. hinweisen auf (+ Akk.),کسی را متوجه چیزی ساختن,audio/fa/c9693199763bff5c6b.mp3
b2-0328,B2 all 12 units,Unit 3,etw. hinzufügen zu (+ Dat.),اضافه کردن به,audio/fa/88b621899d2b240b0a.mp3
b2-0329,B2 all 12 units,Unit 3,"die Kenntnis, -se",دانش؛ آگاهی,audio/fa/1ab3b463b2d7fedfbe.mp3
b2-0330,B2 all 12 units,Unit 3,die Korrektheit,درستی؛ صحت,audio/fa/9a5af5423cb78512fd.mp3
b2-0331,B2 all 12 units,Unit 3,persönliche Daten,معلومات شخصی,audio/fa/36fc9b8a9c516aaaeb.mp3
b2-0332,B2 all 12 units,Unit 3,"die Praxis- und Berufserfahrung, -en",تجربه عملی و کاری,audio/fa/94f6ab4d88a3394267.mp3
b2-0333,B2 all 12 units,Unit 3,selbstständig,مستقل؛ خوداشتغال,audio/fa/6e733ed2072acbcc6b.mp3
b2-0334,B2 all 12 units,Unit 3,"die Stellenausschreibung, -en",اعلان کاری,audio/fa/5adc56a1e4702cb177.mp3
b2-0335,B2 all 12 units,Unit 3,verfügen über (+ Akk.),داشتن؛ برخوردار بودن از,audio/fa/9cf7a48039df2fd4cf.mp3
b2-0336,B2 all 12 units,Unit 3,vertraut mit (+ Dat.),آشنا با,audio/fa/752d24df78f4c77271.mp3
b2-0337,B2 all 12 units,Unit 3,die Vollständigkeit,کامل بودن,audio/fa/8d02a2f02496f8911c.mp3
b2-0338,B2 all 12 units,Unit 3,"die Weiterbildung, -en",آموزش تکمیلی,audio/fa/79aa264672fb183027.mp3
b2-0339,B2 all 12 units,Unit 3,"der Absender, -",فرستنده مرد,audio/fa/959ac23b10b0c4a57c.mp3
b2-0340,B2 all 12 units,Unit 3,"die Anlage, -n",ضمیمه,audio/fa/b0acaaa44047b20467.mp3
b2-0341,B2 all 12 units,Unit 3,"die Anrede, -n",طرز خطاب,audio/fa/4d3d6c8b2ae91f9c8d.mp3
b2-0342,B2 all 12 units,Unit 3,"der Ansprechpartner, -",شخص تماس مرد,audio/fa/781867cced51ad8677.mp3
b2-0343,B2 all 12 units,Unit 3,"die Ansprechpartnerin, -nen",شخص تماس زن,audio/fa/ad6df74f305cddf9a8.mp3
b2-0344,B2 all 12 units,Unit 3,"der Aufgabenbereich, -e",ساحه وظایف,audio/fa/7a0231c8e1ef29fd36.mp3
b2-0345,B2 all 12 units,Unit 3,"das Aufgabengebiet, -e",بخش وظایف,audio/fa/7aed2ae2a9a367dd80.mp3
b2-0346,B2 all 12 units,Unit 3,etw. beantworten,جواب دادن,audio/fa/b681485a240eb1c6a7.mp3
b2-0347,B2 all 12 units,Unit 3,etw. beweisen,ثابت کردن,audio/fa/875e6713475366737a.mp3
b2-0348,B2 all 12 units,Unit 3,die Bewerbungsunterlagen,اسناد درخواست کار,audio/fa/6bd324e0bb2791983a.mp3
b2-0349,B2 all 12 units,Unit 3,"die Durchführung, -en",اجرا؛ انجام,audio/fa/4209842aaa3f4c8c90.mp3
b2-0350,B2 all 12 units,Unit 3,sich einarbeiten in (+ Akk.),خود را با چیزی آشنا ساختن,audio/fa/22e246b533157e8368.mp3
b2-0351,B2 all 12 units,Unit 3,"die Einleitung, -en",مقدمه,audio/fa/8614460e98b14f707f.mp3
b2-0352,B2 all 12 units,Unit 3,"der Empfänger, -",گیرنده مرد,audio/fa/33c1eba951a05d7d2a.mp3
b2-0353,B2 all 12 units,Unit 3,"die Empfängerin, -nen",گیرنده زن,audio/fa/fb9b51c765805a0eb9.mp3
b2-0354,B2 all 12 units,Unit 3,engagiert,متعهد؛ فعال,audio/fa/959c5c5eeda0a96d92.mp3
b2-0355,B2 all 12 units,Unit 3,das Fachwissen,دانش تخصصی,audio/fa/cefae1d0e2b2eab37b.mp3
b2-0356,B2 all 12 units,Unit 3,"das Fähigkeitsprofil, -e",پروفایل مهارت‌ها,audio/fa/1f41a14be05cf9c6d9.mp3
b2-0357,B2 all 12 units,Unit 3,etw. fordern,تقاضا کردن,audio/fa/be7ceba88181eac33b.mp3
b2-0358,B2 all 12 units,Unit 3,herausfordernd,چالش‌برانگیز,audio/fa/69524e572591b652e6.mp3
b2-0359,B2 all 12 units,Unit 3,leichtfallen,آسان بودن برای کسی,audio/fa/cfc09a2fccd7c10981.mp3
b2-0360,B2 all 12 units,Unit 3,"die Messung, -en",اندازه‌گیری,audio/fa/236f6e0d5cf2584752.mp3
b2-0361,B2 all 12 units,Unit 3,reizen,علاقه‌مند ساختن؛ جذب کردن,audio/fa/bee9681f02606ccc48.mp3
b2-0362,B2 all 12 units,Unit 3,"die Rückmeldung, -en",بازخورد؛ جواب,audio/fa/b994d97fdf68584a0d.mp3
b2-0363,B2 all 12 units,Unit 3,die Soft Skills,مهارت‌های نرم,audio/fa/33ccc8954e9af05dee.mp3
b2-0364,B2 all 12 units,Unit 3,"die Stärke, -n",قوت؛ توانایی,audio/fa/46b9ef8d7e22e9bffc.mp3
b2-0365,B2 all 12 units,Unit 3,"der Versuchsablauf, -abläufe",روند آزمایش,audio/fa/1637e9073bf336d2bd.mp3
b2-0366,B2 all 12 units,Unit 3,etw. vertiefen,عمیق‌تر ساختن,audio/fa/5ce52411fa2d3317aa.mp3
b2-0367,B2 all 12 units,Unit 3,vielfältig,گوناگون؛ متنوع,audio/fa/f559bcebd10910c81f.mp3
b2-0368,B2 all 12 units,Unit 3,vollständig,کامل,audio/fa/63e5ac78b4278afa05.mp3
b2-0369,B2 all 12 units,Unit 3,sich weiterentwickeln,پیشرفت کردن,audio/fa/bb2d1c543b4f353267.mp3
b2-0370,B2 all 12 units,Unit 3,Wert legen auf (+ Akk.),اهمیت دادن به,audio/fa/a5600bf50d4c2db54b.mp3
b2-0371,B2 all 12 units,Unit 3,etw. anpacken,شروع/رسیدگی کردن جدی,audio/fa/8f537113255df82508.mp3
b2-0372,B2 all 12 units,Unit 3,"die Auflistung, -en",فهرست,audio/fa/d0a83471114b69d841.mp3
b2-0373,B2 all 12 units,Unit 3,etw. bestätigen,تأیید کردن,audio/fa/c2ede40a211acaf5e0.mp3
b2-0374,B2 all 12 units,Unit 3,"der Dienstleister, -",ارائه‌کننده خدمات مرد,audio/fa/f307f2c5495aa4bf1b.mp3
b2-0375,B2 all 12 units,Unit 3,"die Dienstleisterin, -nen",ارائه‌کننده خدمات زن,audio/fa/e68481daf4ac2a2ca2.mp3
b2-0376,B2 all 12 units,Unit 3,ehrgeizig,بلندپرواز؛ باانگیزه,audio/fa/234c4aa52247a998a6.mp3
b2-0377,B2 all 12 units,Unit 3,erforderlich,ضروری؛ لازم,audio/fa/ff09d80417bb7e5231.mp3
b2-0378,B2 all 12 units,Unit 3,etw./jdn. erkennen,شناختن؛ تشخیص دادن,audio/fa/4330a5cd1c5c117319.mp3
b2-0379,B2 all 12 units,Unit 3,etw. erledigen,انجام دادن,audio/fa/0b3cf462217e856235.mp3
b2-0380,B2 all 12 units,Unit 3,etw. erstatten,بازپرداخت کردن,audio/fa/b7d7f64a3420884af4.mp3
b2-0381,B2 all 12 units,Unit 3,die Fahrkosten,هزینه رفت‌وآمد,audio/fa/6b5668f611e3897948.mp3
b2-0382,B2 all 12 units,Unit 3,die Flexibilität,انعطاف‌پذیری,audio/fa/c54a3bac4d849f94a7.mp3
b2-0383,B2 all 12 units,Unit 3,"der Gesprächspartner, -",طرف صحبت مرد,audio/fa/02201ee5288e6bb7b9.mp3
b2-0384,B2 all 12 units,Unit 3,"die Gesprächspartnerin, -nen",طرف صحبت زن,audio/fa/749db0a3f70caf9127.mp3
b2-0385,B2 all 12 units,Unit 3,gründlich,دقیق؛ کامل,audio/fa/5367322766f24f503a.mp3
b2-0386,B2 all 12 units,Unit 3,die Kommunikationskompetenz,مهارت ارتباطی,audio/fa/5674dc29f82fb75c69.mp3
b2-0387,B2 all 12 units,Unit 3,die Kosten,هزینه‌ها,audio/fa/5d8047f8265b096939.mp3
b2-0388,B2 all 12 units,Unit 3,Kosten erstatten,هزینه‌ها را بازپرداخت کردن,audio/fa/20470192685143e2fb.mp3
b2-0389,B2 all 12 units,Unit 3,die Kritikfähigkeit,انتقادپذیری,audio/fa/b37d0b0a6eefcf3a36.mp3
b2-0390,B2 all 12 units,Unit 3,etw./jdn. kritisieren,انتقاد کردن,audio/fa/e810711c104850145b.mp3
b2-0391,B2 all 12 units,Unit 3,"der Laborleiter, -",مدیر لابراتوار مرد,audio/fa/795cf7645e2d28937f.mp3
b2-0392,B2 all 12 units,Unit 3,"die Laborleiterin, -nen",مدیر لابراتوار زن,audio/fa/f8ff50ca49310524a9.mp3
b2-0393,B2 all 12 units,Unit 3,die Leistungsbereitschaft,آمادگی برای کار و تلاش,audio/fa/e88a8573bcebb80edb.mp3
b2-0394,B2 all 12 units,Unit 3,"der Personalverantwortliche, -n",مسئول منابع بشری مرد,audio/fa/b6e4888cdc76bbdde9.mp3
b2-0395,B2 all 12 units,Unit 3,"die Personalverantwortliche, -n",مسئول منابع بشری زن,audio/fa/948b002cad9b1cb0aa.mp3
b2-0396,B2 all 12 units,Unit 3,"die Quittung, -en",رسید,audio/fa/a2f06c5973d5d5d68c.mp3
b2-0397,B2 all 12 units,Unit 3,die Teamfähigkeit,توانایی کار تیمی,audio/fa/406a4d774ed6cd73a6.mp3
b2-0398,B2 all 12 units,Unit 3,einen Termin bestätigen,تأیید وقت ملاقات,audio/fa/35bc0edf31fbcc8f41.mp3
b2-0399,B2 all 12 units,Unit 3,überzeugend,قانع‌کننده,audio/fa/ef88b10f640f3fce26.mp3
b2-0400,B2 all 12 units,Unit 3,unbedingt,حتماً؛ قطعاً,audio/fa/81739725f6d98722bd.mp3
b2-0401,B2 all 12 units,Unit 3,etw. variieren,تغییر دادن؛ متنوع ساختن,audio/fa/b379a74e3a378d62f9.mp3
b2-0402,B2 all 12 units,Unit 3,verständlich,قابل فهم,audio/fa/1d70c78628908fac9f.mp3
b2-0403,B2 all 12 units,Unit 3,"die Vorlage, -n",نمونه؛ قالب,audio/fa/bf6ac7fd222865a460.mp3
b2-0404,B2 all 12 units,Unit 3,etw./jdn. wahrnehmen,درک/مشاهده کردن,audio/fa/b9905b832f4ea6636a.mp3
b2-0405,B2 all 12 units,Unit 3,die Zuverlässigkeit,قابل اعتماد بودن,audio/fa/70715e5cb0494c2979.mp3
